system,feature,effect_size_cohens_d,ci_low,ci_high,p_value,q_value_fdr,higher_in,significant_q05,analysis_type
rna,DYNLL1,-0.019,-0.0869,0.0511,0.7876086335960034,1.0,A (adipose),False,continuous
rna,TBL1XR1,0.0328,-0.0332,0.1023,0.6307120674230356,1.0,B (lean),False,continuous
rna,MAP4K2,0.0156,-0.0428,0.0757,0.7924904644069058,1.0,B (lean),False,continuous
rna,MAK,0.0,0.0,0.0,0.8638231918160792,1.0,A (adipose),False,continuous
rna,CHMP6,-0.0467,-0.1049,0.0093,0.4145809299280811,1.0,A (adipose),False,continuous
rna,CHRM3,-0.0184,-0.0275,0.0,0.0034217378934047,1.0,A (adipose),False,continuous
rna,CTSB,-0.0431,-0.1184,0.0366,0.6042227383969336,1.0,A (adipose),False,continuous
rna,ARAP2,0.004,-0.0621,0.0688,0.9553445786890452,1.0,B (lean),False,continuous
rna,LYRM2,-0.0252,-0.0792,0.0277,0.631613548842777,1.0,A (adipose),False,continuous
rna,RSPO2,0.0,0.0,0.0,0.7221980984142404,1.0,A (adipose),False,continuous
rna,ITIH2,0.0,0.0,0.0,0.3854334499651839,1.0,A (adipose),False,continuous
rna,GARS1,-0.059,-0.114,-0.0062,0.2743523761731894,1.0,A (adipose),False,continuous
rna,ERMN,0.0,0.0,0.0347,0.5655981187536763,1.0,A (adipose),False,continuous
rna,CD6,0.0021,-0.067,0.071,0.9796017323307076,1.0,B (lean),False,continuous
rna,HYAL4,0.0,0.0,0.0,0.6635843711038338,1.0,A (adipose),False,continuous
rna,STAP2,0.0797,0.0082,0.1539,0.1797340491092647,1.0,B (lean),False,continuous
rna,SLC37A4,-0.06,-0.1247,0.0048,0.3667933372291312,1.0,A (adipose),False,continuous
rna,MIDEAS,-0.0152,-0.0843,0.0578,0.8379270173491137,1.0,A (adipose),False,continuous
rna,ZSCAN5B,0.0,0.0,0.0,0.7224248593374096,1.0,A (adipose),False,continuous
rna,GAK,0.0657,0.0029,0.127,0.307737039351653,1.0,B (lean),False,continuous
rna,LRRC27,-0.0689,-0.1421,0.0027,0.3505308612492097,1.0,A (adipose),False,continuous
rna,PYHIN1,-0.0029,-0.0712,0.0697,0.9671324779051632,1.0,A (adipose),False,continuous
rna,HPX,0.0,0.0,0.0,0.7541481728583892,1.0,A (adipose),False,continuous
rna,SEMA4B,0.0199,-0.0406,0.0802,0.7459875521738417,1.0,B (lean),False,continuous
rna,CBWD6,-0.115,-0.207,-0.0488,0.0577425871602035,1.0,A (adipose),False,continuous
rna,KCP,0.0,0.0,0.0,0.955380416095802,1.0,A (adipose),False,continuous
rna,EVI5L,-0.1203,-0.1887,-0.0519,0.0820238138549462,1.0,A (adipose),False,continuous
rna,GFM1,-0.0514,-0.1049,0.0002,0.3292590788198525,1.0,A (adipose),False,continuous
rna,TMEM216,-0.0052,-0.0626,0.0502,0.9230697994162388,1.0,A (adipose),False,continuous
rna,MDGA1,0.2416,0.1735,0.3302,0.0005022229438815,1.0,B (lean),False,continuous
rna,CLEC4M,0.0,0.0,0.0,0.3696684917063673,1.0,A (adipose),False,continuous
rna,EXTL1,0.0,0.0,0.0,0.553503976005139,1.0,A (adipose),False,continuous
rna,PCYT2,-0.1068,-0.1657,-0.0471,0.0738645910327955,1.0,A (adipose),False,continuous
rna,CA5B,0.0962,0.0361,0.1556,0.1141189766708415,1.0,B (lean),False,continuous
rna,GALNT9,0.0,0.0,0.0021,0.167725215727362,1.0,A (adipose),False,continuous
rna,KCNAB2,-0.0396,-0.1051,0.0233,0.5388964782573784,1.0,A (adipose),False,continuous
rna,PPOX,0.02,-0.0431,0.084,0.7578557196051755,1.0,B (lean),False,continuous
rna,PLCG2,0.0312,-0.0368,0.1002,0.6515828231800334,1.0,B (lean),False,continuous
rna,AP2B1,0.0301,-0.0331,0.0922,0.6376373793447725,1.0,B (lean),False,continuous
rna,CYTH4,0.0456,-0.0142,0.1058,0.4607120141847013,1.0,B (lean),False,continuous
rna,FUNDC2,-0.0158,-0.0824,0.0456,0.795749556378068,1.0,A (adipose),False,continuous
rna,FHOD1,-0.0738,-0.1351,-0.0127,0.2392864531114075,1.0,A (adipose),False,continuous
rna,OGDHL,0.0,0.0,0.0,0.173731164623855,1.0,A (adipose),False,continuous
rna,BLOC1S2,-0.1506,-0.2049,-0.0938,0.0087928926945216,1.0,A (adipose),False,continuous
rna,CLINT1,0.0705,0.015,0.126,0.2138225979877095,1.0,B (lean),False,continuous
rna,PLEKHG6,0.0,0.0,0.0,0.7959476003326058,1.0,A (adipose),False,continuous
rna,DIP2A,-0.0635,-0.1341,0.0068,0.3735644714359385,1.0,A (adipose),False,continuous
rna,RPH3AL,0.0991,0.019,0.1794,0.205678495368489,1.0,B (lean),False,continuous
rna,PLEKHG4,0.0343,-0.0337,0.1175,0.6263444306246684,1.0,B (lean),False,continuous
rna,CDIP1,-0.0659,-0.1265,-0.0062,0.2788299135120798,1.0,A (adipose),False,continuous
rna,SERPINF1,0.0095,-0.0624,0.0835,0.8955996622317651,1.0,B (lean),False,continuous
rna,VRK2,-0.087,-0.1444,-0.0287,0.1468837933747491,1.0,A (adipose),False,continuous
rna,ZNF551,-0.0223,-0.0974,0.051,0.7670348599995085,1.0,A (adipose),False,continuous
rna,BRD9,-0.0256,-0.0881,0.0368,0.6748904762377572,1.0,A (adipose),False,continuous
rna,RWDD3,0.1112,0.0373,0.1832,0.1400048883473276,1.0,B (lean),False,continuous
rna,MRPL9,-0.0249,-0.0707,0.0211,0.6051074613345961,1.0,A (adipose),False,continuous
rna,DNAJA1,-0.1037,-0.1608,-0.0453,0.0856936230921039,1.0,A (adipose),False,continuous
rna,GAS2L2,0.0,0.0,0.0,0.0740191363731155,1.0,A (adipose),False,continuous
rna,H2BC21,0.0676,-0.0072,0.1441,0.3767502942074729,1.0,B (lean),False,continuous
rna,FOXJ3,0.063,-0.0003,0.1249,0.3286309625938178,1.0,B (lean),False,continuous
rna,NSD1,-0.0214,-0.0912,0.0453,0.7562485039941874,1.0,A (adipose),False,continuous
rna,FRS3,-0.0142,-0.0838,0.0554,0.8380907872402151,1.0,A (adipose),False,continuous
rna,CDC42,-0.0224,-0.0858,0.0412,0.7297275535249432,1.0,A (adipose),False,continuous
rna,ZNF571,0.0367,-0.0368,0.1123,0.6172510812982346,1.0,B (lean),False,continuous
rna,IRAK1,0.006,-0.0577,0.071,0.937177589812094,1.0,B (lean),False,continuous
rna,ZNF454,0.0,0.0,0.0,0.999310449056818,1.0,A (adipose),False,continuous
rna,GOSR2,0.0035,-0.0458,0.0549,0.9358330702948736,1.0,B (lean),False,continuous
rna,ABCB1,-0.0206,-0.0856,0.0477,0.7620393553388188,1.0,A (adipose),False,continuous
rna,BACH1,-0.0097,-0.08,0.059,0.8939283600113432,1.0,A (adipose),False,continuous
rna,PDE4D,0.0705,-0.0013,0.1411,0.3354771359990317,1.0,B (lean),False,continuous
rna,CCNL2,0.0781,0.014,0.1425,0.237100104878222,1.0,B (lean),False,continuous
rna,LIN7B,-0.0262,-0.0919,0.0416,0.704153417610393,1.0,A (adipose),False,continuous
rna,PLEKHM3,0.0599,-0.0104,0.1329,0.4155383222592952,1.0,B (lean),False,continuous
rna,CPSF3,-0.0924,-0.156,-0.0296,0.1465308864739156,1.0,A (adipose),False,continuous
rna,FBXO8,0.0447,-0.018,0.1093,0.4974490576408109,1.0,B (lean),False,continuous
rna,FCAR,-0.0297,-0.1,0.0,0.4968881115284237,1.0,A (adipose),False,continuous
rna,FAM53A,0.0624,0.0076,0.1174,0.1508629632287579,1.0,B (lean),False,continuous
rna,PRKAG2,0.0526,-0.006,0.1092,0.3735644714359385,1.0,B (lean),False,continuous
rna,STIL,0.0034,0.0,0.0581,0.4746656754276787,1.0,B (lean),False,continuous
rna,PPM1N,-0.0656,-0.1349,0.0052,0.3670184800994104,1.0,A (adipose),False,continuous
rna,RUNX2,0.0165,-0.0493,0.0824,0.7934678096954055,1.0,B (lean),False,continuous
rna,LAMA4,0.0,0.0,0.0,0.4153834380498282,1.0,A (adipose),False,continuous
rna,RAB42,0.0,0.0,0.0,0.5297189096741042,1.0,A (adipose),False,continuous
rna,CCDC163,0.0572,-0.016,0.1379,0.4543020464946679,1.0,B (lean),False,continuous
rna,CENPA,0.0,-0.0427,0.0184,0.724870181096303,1.0,A (adipose),False,continuous
rna,SLC24A1,-0.108,-0.191,-0.028,0.1560560893353275,1.0,A (adipose),False,continuous
rna,DMTF1,0.0082,-0.0555,0.0711,0.9046325320255112,1.0,B (lean),False,continuous
rna,GPR68,0.0295,-0.041,0.1021,0.6758171245157166,1.0,B (lean),False,continuous
rna,URI1,0.1,0.0378,0.1616,0.1093596699128995,1.0,B (lean),False,continuous
rna,SYT5,0.0,0.0,0.0044,0.096869809029599,1.0,A (adipose),False,continuous
rna,TNNI3,0.0,0.0,0.0,0.4850863041197404,1.0,A (adipose),False,continuous
rna,PAK2,0.041,-0.0184,0.1031,0.494240309477817,1.0,B (lean),False,continuous
rna,ARNT,0.0118,-0.0473,0.0707,0.8354511933106437,1.0,B (lean),False,continuous
rna,RP2,-0.1042,-0.17,-0.0369,0.1297529952141013,1.0,A (adipose),False,continuous
rna,CSNK2B,-0.0114,-0.0746,0.0526,0.8675890169138928,1.0,A (adipose),False,continuous
rna,AC022400.7,0.0,0.0,0.0,0.4056362251250988,1.0,A (adipose),False,continuous
rna,CACNA1F,0.0,0.0,0.0,0.9739996471023556,1.0,A (adipose),False,continuous
rna,TXNL4A,-0.1311,-0.1922,-0.0688,0.0366518481594233,1.0,A (adipose),False,continuous
rna,TMA7,0.0441,-0.02,0.107,0.5047094251139843,1.0,B (lean),False,continuous
rna,BDH1,-0.0642,-0.1301,0.0029,0.3475960389640936,1.0,A (adipose),False,continuous
rna,PPIL6,0.0,0.0,0.0,0.5824069918561585,1.0,A (adipose),False,continuous
rna,ZNF395,0.0735,0.0058,0.1375,0.2854482948466983,1.0,B (lean),False,continuous
rna,SLC30A3,0.0,0.0,0.0,0.6943256547205972,1.0,A (adipose),False,continuous
rna,PEX14,-0.0021,-0.0633,0.064,0.9765680900624484,1.0,A (adipose),False,continuous
rna,TMEM161B,0.061,0.0018,0.1194,0.3114598652852254,1.0,B (lean),False,continuous
rna,PRPH2,0.0,0.0,0.0,0.726001090405759,1.0,A (adipose),False,continuous
rna,TRIB3,-0.0405,-0.1058,0.0278,0.5553518415898909,1.0,A (adipose),False,continuous
rna,THAP8,-0.0646,-0.132,0.0004,0.3324112286170564,1.0,A (adipose),False,continuous
rna,PGAP4,0.0,0.0,0.0,0.10105460409251,1.0,A (adipose),False,continuous
rna,COPS7B,0.0243,-0.031,0.0778,0.6558516883223546,1.0,B (lean),False,continuous
rna,VAV2,-0.0148,-0.0925,0.0597,0.8460256491415398,1.0,A (adipose),False,continuous
rna,NSG1,0.0218,-0.0449,0.0886,0.7450278617833175,1.0,B (lean),False,continuous
rna,MARVELD2,0.0,0.0,0.0,0.8276332602903352,1.0,A (adipose),False,continuous
rna,MTMR2,-0.0097,-0.0698,0.0505,0.8655941457888554,1.0,A (adipose),False,continuous
rna,NACA,-0.0439,-0.1175,0.0275,0.54575821043997,1.0,A (adipose),False,continuous
rna,C12orf29,0.0413,-0.0242,0.1054,0.5395946548911368,1.0,B (lean),False,continuous
rna,ADPRH,-0.0227,-0.0884,0.0458,0.7338609539886336,1.0,A (adipose),False,continuous
rna,FIP1L1,0.0174,-0.0321,0.0692,0.7281398212341263,1.0,B (lean),False,continuous
rna,PRKCH,-0.0128,-0.0688,0.044,0.8328121128198999,1.0,A (adipose),False,continuous
rna,MCM9,0.0339,-0.0309,0.0973,0.606878095870119,1.0,B (lean),False,continuous
rna,NPM2,0.0926,0.0518,0.125,0.0077917025699656,1.0,B (lean),False,continuous
rna,TGM1,-0.0267,-0.0792,0.0068,0.5320198768244101,1.0,A (adipose),False,continuous
rna,RP1L1,0.0,0.0,0.0,0.928768485244258,1.0,A (adipose),False,continuous
rna,FAM118A,0.0988,0.034,0.1621,0.1332674671378328,1.0,B (lean),False,continuous
rna,ABCG2,0.0,0.0,0.0,0.7804181694072976,1.0,A (adipose),False,continuous
rna,RNF123,-0.1009,-0.1685,-0.0343,0.1478871900711053,1.0,A (adipose),False,continuous
rna,SF3B3,-0.0586,-0.1182,-0.0025,0.3033483782907822,1.0,A (adipose),False,continuous
rna,SPTSSB,-0.0088,-0.088,0.0604,0.8511449611631969,1.0,A (adipose),False,continuous
rna,STAG3,0.0131,-0.0592,0.0883,0.8606093002680462,1.0,B (lean),False,continuous
rna,STK33,-0.023,-0.0679,0.0,0.1847159912264525,1.0,A (adipose),False,continuous
rna,ATP6V1C2,0.0,0.0,0.0,0.6057214084937804,1.0,A (adipose),False,continuous
rna,TSC1,0.098,0.032,0.165,0.1487174816350245,1.0,B (lean),False,continuous
rna,PLCXD1,0.0058,-0.0663,0.0811,0.934992788957648,1.0,B (lean),False,continuous
rna,NFKBIA,-0.0187,-0.0931,0.0549,0.8098036167454852,1.0,A (adipose),False,continuous
rna,QSOX2,-0.0337,-0.1069,0.0381,0.6435332403636097,1.0,A (adipose),False,continuous
rna,ACACA,0.0329,-0.0357,0.1,0.6274102156871747,1.0,B (lean),False,continuous
rna,TPD52,-0.0631,-0.127,0.0023,0.3439207151364515,1.0,A (adipose),False,continuous
rna,UQCRH,0.0106,-0.0571,0.0782,0.87957534133438,1.0,B (lean),False,continuous
rna,PPP1R7,-0.1267,-0.1782,-0.0734,0.020003316653823,1.0,A (adipose),False,continuous
rna,CFHR3,0.0,0.0,0.0,0.911239819163283,1.0,A (adipose),False,continuous
rna,SOX5,0.0,-0.0067,0.0,0.8154128083628709,1.0,A (adipose),False,continuous
rna,SUGP2,0.0327,-0.0378,0.105,0.6465662554271685,1.0,B (lean),False,continuous
rna,ZNF528,0.1396,0.0698,0.2099,0.0462555295727946,1.0,B (lean),False,continuous
rna,ASNS,0.0,-0.0352,0.0344,0.9655940922607676,1.0,A (adipose),False,continuous
rna,MTMR12,0.0235,-0.0309,0.0794,0.6653441103636134,1.0,B (lean),False,continuous
rna,NEU1,-0.0603,-0.1202,0.0036,0.3607665120631806,1.0,A (adipose),False,continuous
rna,CEP85L,0.0848,0.0247,0.143,0.1687453086137803,1.0,B (lean),False,continuous
rna,SORBS1,0.0,0.0,0.0,0.8196887157006203,1.0,A (adipose),False,continuous
rna,ACO1,-0.0082,-0.0771,0.0579,0.8996124179679101,1.0,A (adipose),False,continuous
rna,CSNK2A1,-0.0233,-0.0822,0.0365,0.6991399912860734,1.0,A (adipose),False,continuous
rna,RSF1,0.0583,-0.0073,0.1253,0.3834026418828398,1.0,B (lean),False,continuous
rna,KIF5A,0.0,0.0,0.0,0.394951540922184,1.0,A (adipose),False,continuous
rna,N4BP2L1,-0.1132,-0.1679,-0.0584,0.0383958714049612,1.0,A (adipose),False,continuous
rna,TMCO2,0.0,0.0,0.0,0.375629999587354,1.0,A (adipose),False,continuous
rna,TMEM131,0.0127,-0.0488,0.074,0.8367714333298455,1.0,B (lean),False,continuous
rna,ZPBP,0.0,0.0,0.0,0.242813224717573,1.0,A (adipose),False,continuous
rna,SLC38A2,0.0321,-0.0272,0.0936,0.5974592484968368,1.0,B (lean),False,continuous
rna,INPP5F,0.0107,-0.058,0.0784,0.8742444583757627,1.0,B (lean),False,continuous
rna,CD22,0.0964,0.0278,0.1669,0.1748427560479074,1.0,B (lean),False,continuous
rna,LNPK,0.0108,-0.0519,0.0751,0.8496673031588713,1.0,B (lean),False,continuous
rna,POLM,0.0468,-0.0137,0.1084,0.4499941389701071,1.0,B (lean),False,continuous
rna,ZNF274,-0.0159,-0.0744,0.0431,0.7892349915996744,1.0,A (adipose),False,continuous
rna,NGDN,-0.0685,-0.1172,-0.0201,0.1617926545281562,1.0,A (adipose),False,continuous
rna,PKD1,-0.0253,-0.0922,0.0417,0.6921120067917172,1.0,A (adipose),False,continuous
rna,ANK2,0.0,0.0,0.0006,0.0615447119136652,1.0,A (adipose),False,continuous
rna,G6PC2,0.0,0.0,0.0,0.939377834537174,1.0,A (adipose),False,continuous
rna,SLC27A3,-0.0123,-0.0787,0.0507,0.8423875326189049,1.0,A (adipose),False,continuous
rna,MYD88,-0.0785,-0.146,-0.0133,0.2406389450561804,1.0,A (adipose),False,continuous
rna,ABCD4,0.02,-0.0457,0.0882,0.7642949906730719,1.0,B (lean),False,continuous
rna,EEF1AKMT3,-0.0137,-0.0932,0.0566,0.8278633141105096,1.0,A (adipose),False,continuous
rna,BCL2L15,0.0,0.0,0.0,0.6844109160684881,1.0,A (adipose),False,continuous
rna,PLEK,-0.0766,-0.1518,-0.0045,0.2982156650464487,1.0,A (adipose),False,continuous
rna,CSGALNACT1,0.0188,-0.046,0.0832,0.7777081248303045,1.0,B (lean),False,continuous
rna,FLNB,0.0291,-0.041,0.0962,0.6719593036625537,1.0,B (lean),False,continuous
rna,IPO4,-0.0803,-0.1549,-0.0054,0.2897583546970412,1.0,A (adipose),False,continuous
rna,RNF216,-0.054,-0.1195,0.0144,0.4441852570429876,1.0,A (adipose),False,continuous
rna,ANXA2,-0.0574,-0.1322,0.0136,0.4302222637940434,1.0,A (adipose),False,continuous
rna,HILPDA,-0.042,-0.1165,0.0298,0.5681738471716438,1.0,A (adipose),False,continuous
rna,SPDEF,0.0,0.0,0.0,0.8279158488222311,1.0,A (adipose),False,continuous
rna,USB1,-0.0621,-0.1232,-0.0015,0.3148051874443439,1.0,A (adipose),False,continuous
rna,CAMKV,0.0,0.0,0.0,0.4611431599995188,1.0,A (adipose),False,continuous
rna,CYTIP,-0.0482,-0.1047,0.0075,0.4016489220649382,1.0,A (adipose),False,continuous
rna,NAIF1,-0.0299,-0.0922,0.0301,0.6295108701996557,1.0,A (adipose),False,continuous
rna,POLR3E,0.0078,-0.0517,0.0677,0.8919234154865303,1.0,B (lean),False,continuous
rna,TDRKH,-0.124,-0.1977,-0.0527,0.0856162068976168,1.0,A (adipose),False,continuous
rna,CYC1,-0.0863,-0.1408,-0.031,0.1254751612964708,1.0,A (adipose),False,continuous
rna,UBE2F,-0.0578,-0.1134,-0.0051,0.2754671288071091,1.0,A (adipose),False,continuous
rna,VPS28,-0.0847,-0.1491,-0.0173,0.2220304533410483,1.0,A (adipose),False,continuous
rna,FCGBP,-0.0618,-0.139,0.017,0.4469577413511499,1.0,A (adipose),False,continuous
rna,USP30,-0.0253,-0.092,0.0398,0.6972631327279913,1.0,A (adipose),False,continuous
rna,NEPRO,-0.0591,-0.1157,-0.0029,0.3044416133376627,1.0,A (adipose),False,continuous
rna,POLE,0.0599,-0.0126,0.1329,0.4161537790256533,1.0,B (lean),False,continuous
rna,NUTM2A,0.0,0.0,0.0,0.9939682394000714,1.0,A (adipose),False,continuous
rna,MTRR,-0.0605,-0.1166,-0.0025,0.3057370050876813,1.0,A (adipose),False,continuous
rna,PDPR,0.0692,0.0036,0.1377,0.2989032028868766,1.0,B (lean),False,continuous
rna,LMBRD2,-0.0218,-0.0927,0.0486,0.7514313412266299,1.0,A (adipose),False,continuous
rna,ARHGAP42,0.0,-0.0184,0.0,0.5711569704268982,1.0,A (adipose),False,continuous
rna,NR2C2AP,-0.0453,-0.1076,0.0172,0.4707908220523399,1.0,A (adipose),False,continuous
rna,PKP3,0.0,0.0,0.0,0.6981595384491739,1.0,A (adipose),False,continuous
rna,TDP1,-0.0277,-0.0868,0.0336,0.6610504472988905,1.0,A (adipose),False,continuous
rna,TRIO,0.0435,-0.0316,0.118,0.5613180047632297,1.0,B (lean),False,continuous
rna,FHL2,-0.0413,-0.1151,0.0277,0.5668715872503218,1.0,A (adipose),False,continuous
rna,DNAJC24,0.0802,0.0138,0.1467,0.2407236489895544,1.0,B (lean),False,continuous
rna,PSMF1,-0.0227,-0.0792,0.0359,0.7076076367187916,1.0,A (adipose),False,continuous
rna,FLII,-0.0199,-0.0818,0.0428,0.7562485039941874,1.0,A (adipose),False,continuous
rna,MCTP1,0.0121,-0.0551,0.077,0.8599467821979643,1.0,B (lean),False,continuous
rna,MARCHF10,0.0,-0.0302,0.0245,0.9721619205784592,1.0,A (adipose),False,continuous
rna,DHRS12,0.0191,-0.0401,0.0788,0.7549634873231916,1.0,B (lean),False,continuous
rna,ALOXE3,0.0,0.0,0.0,0.8885024709757271,1.0,A (adipose),False,continuous
rna,SGSM2,0.0697,0.0032,0.1348,0.3067359125790819,1.0,B (lean),False,continuous
rna,BCR,-0.0326,-0.0978,0.0345,0.6371847506179125,1.0,A (adipose),False,continuous
rna,RAB3GAP1,0.0595,-0.0009,0.1176,0.3341005941776442,1.0,B (lean),False,continuous
rna,WDR87,0.0,0.0,0.0,0.6374319871613208,1.0,A (adipose),False,continuous
rna,ELN,0.0,0.0,0.0,0.5562320144228226,1.0,A (adipose),False,continuous
rna,SETD5,0.0836,0.0145,0.1524,0.2367650006353008,1.0,B (lean),False,continuous
rna,DTX2,-0.0916,-0.1588,-0.0244,0.1822087530304498,1.0,A (adipose),False,continuous
rna,APOBEC3F,-0.1123,-0.1763,-0.0503,0.0839371136696176,1.0,A (adipose),False,continuous
rna,MDC1,0.0172,-0.047,0.0819,0.7889095651637313,1.0,B (lean),False,continuous
rna,KCNE3,-0.0721,-0.1361,-0.0066,0.2786423626787517,1.0,A (adipose),False,continuous
rna,KDR,0.0,0.0,0.0,0.9075714374212028,1.0,A (adipose),False,continuous
rna,PALM2AKAP2,-0.0479,-0.1074,0.0134,0.4469580715730813,1.0,A (adipose),False,continuous
rna,TMEM145,0.0,0.0,0.0,0.9182313919340904,1.0,A (adipose),False,continuous
rna,CRIPT,0.0027,-0.0532,0.0641,0.9620794909620564,1.0,B (lean),False,continuous
rna,TAF5,-0.0924,-0.1649,-0.0196,0.2015471418361323,1.0,A (adipose),False,continuous
rna,FYB1,-0.0409,-0.1086,0.0285,0.5584732059163195,1.0,A (adipose),False,continuous
rna,ZDHHC18,0.0668,-0.0028,0.1396,0.3534834610007783,1.0,B (lean),False,continuous
rna,KLHDC4,-0.0077,-0.0697,0.0537,0.9109964706723984,1.0,A (adipose),False,continuous
rna,PHACTR4,0.0087,-0.0589,0.0743,0.904297753863828,1.0,B (lean),False,continuous
rna,FAM168A,-0.0156,-0.0813,0.0523,0.8277042517004836,1.0,A (adipose),False,continuous
rna,RMDN3,-0.1079,-0.1707,-0.0458,0.0815789035001417,1.0,A (adipose),False,continuous
rna,CCDC136,-0.0421,-0.1169,0.0294,0.5697457927304546,1.0,A (adipose),False,continuous
rna,SLC16A4,0.0,-0.0324,0.0,0.4958111573268956,1.0,A (adipose),False,continuous
rna,SLC29A2,0.0204,-0.0301,0.0969,0.6609826930220167,1.0,B (lean),False,continuous
rna,CD46,0.0599,0.003,0.1125,0.30057735796926,1.0,B (lean),False,continuous
rna,IL11,0.0,0.0,0.0,0.4651981658764333,1.0,A (adipose),False,continuous
rna,DBNDD1,-0.0577,-0.1376,0.0175,0.4610866026208168,1.0,A (adipose),False,continuous
rna,HACE1,-0.0501,-0.1198,0.019,0.478623955527813,1.0,A (adipose),False,continuous
rna,DGKD,-0.0298,-0.0897,0.0305,0.6274113433305772,1.0,A (adipose),False,continuous
rna,CA1,-0.0508,-0.1246,0.0163,0.4632680678887545,1.0,A (adipose),False,continuous
rna,SMG6,0.0324,-0.0335,0.0973,0.642473690118263,1.0,B (lean),False,continuous
rna,PSMA6,0.0492,-0.024,0.124,0.5095799992625151,1.0,B (lean),False,continuous
rna,FGD4,-0.1207,-0.1944,-0.0491,0.0993983726652686,1.0,A (adipose),False,continuous
rna,STAT1,-0.1718,-0.2378,-0.1071,0.0111887445277894,1.0,A (adipose),False,continuous
rna,CRYZL1,-0.0718,-0.1222,-0.0211,0.1678315902043404,1.0,A (adipose),False,continuous
rna,WWP2,-0.0388,-0.1034,0.028,0.5658846917314642,1.0,A (adipose),False,continuous
rna,PLEKHA7,0.0207,0.0,0.053,0.1623639486610687,1.0,B (lean),False,continuous
rna,COPB2,-0.0249,-0.0832,0.0319,0.6678025778055569,1.0,A (adipose),False,continuous
rna,CLGN,0.0,0.0,0.0,0.9556620418622068,1.0,A (adipose),False,continuous
rna,SCN5A,0.0,0.0,0.0,0.859962769366167,1.0,A (adipose),False,continuous
rna,DUSP7,-0.0432,-0.1106,0.0234,0.5290313118847367,1.0,A (adipose),False,continuous
rna,THY1,0.0,0.0,0.0,0.338600746653012,1.0,A (adipose),False,continuous
rna,EPS8L2,0.0818,0.0122,0.1508,0.250431399838202,1.0,B (lean),False,continuous
rna,SCAPER,0.0091,-0.0481,0.0706,0.8775756264571652,1.0,B (lean),False,continuous
rna,MYH9,-0.0012,-0.073,0.0709,0.988704238149268,1.0,A (adipose),False,continuous
rna,MMADHC,0.0058,-0.0424,0.0533,0.904967327138826,1.0,B (lean),False,continuous
rna,SLC1A3,0.0,0.0,0.0219,0.3409847554576297,1.0,A (adipose),False,continuous
rna,SH3KBP1,0.0036,-0.0565,0.0636,0.953997963313602,1.0,B (lean),False,continuous
rna,ATG12,-0.0085,-0.0599,0.0434,0.8825763504542349,1.0,A (adipose),False,continuous
rna,PIGX,-0.0087,-0.0662,0.0461,0.8860796499143184,1.0,A (adipose),False,continuous
rna,GIMAP5,0.0719,0.0066,0.1368,0.2772384567682382,1.0,B (lean),False,continuous
rna,PASK,0.0063,-0.0559,0.0725,0.9210562704583586,1.0,B (lean),False,continuous
rna,DOT1L,-0.0154,-0.0863,0.0511,0.8148848395844935,1.0,A (adipose),False,continuous
rna,ITPKB,0.034,-0.028,0.0968,0.6020134721188672,1.0,B (lean),False,continuous
rna,TSFM,-0.0349,-0.0874,0.0169,0.5200810841154162,1.0,A (adipose),False,continuous
rna,EP300,0.034,-0.0347,0.1015,0.6259134702026308,1.0,B (lean),False,continuous
rna,FAM71F1,0.0,0.0,0.0,0.6587371323459115,1.0,A (adipose),False,continuous
rna,GGT1,-0.034,-0.103,0.0315,0.609539757862337,1.0,A (adipose),False,continuous
rna,FGFR1OP2,-0.0713,-0.1335,-0.0113,0.2506056454612958,1.0,A (adipose),False,continuous
rna,ANXA3,0.0336,-0.0229,0.0957,0.5724219609522232,1.0,B (lean),False,continuous
rna,CCDC77,0.0247,-0.0451,0.0929,0.7252845886531534,1.0,B (lean),False,continuous
rna,HSD17B4,-0.0627,-0.1265,0.0014,0.3379215432453101,1.0,A (adipose),False,continuous
rna,ZNF544,0.0166,-0.0448,0.0792,0.7918390765822338,1.0,B (lean),False,continuous
rna,CPT1C,0.0,0.0,0.0,0.4835648663322607,1.0,A (adipose),False,continuous
rna,SOCS5,-0.0661,-0.1371,0.0058,0.3699436721867212,1.0,A (adipose),False,continuous
rna,ABCA5,0.0459,-0.0215,0.1114,0.5084958363915266,1.0,B (lean),False,continuous
rna,ACY1,0.0,0.0,0.0,0.9730639100205176,1.0,A (adipose),False,continuous
rna,RAB11A,0.0981,0.0289,0.1715,0.1697941176636048,1.0,B (lean),False,continuous
rna,PM20D1,0.0058,0.0,0.0291,0.1266879312554581,1.0,B (lean),False,continuous
rna,CACNB1,0.0688,0.0,0.1522,0.2981981283007637,1.0,B (lean),False,continuous
rna,CYB5R3,0.0104,-0.0549,0.0777,0.8799087021912324,1.0,B (lean),False,continuous
rna,KLHDC9,0.0,-0.0429,0.0,0.6183980854800226,1.0,A (adipose),False,continuous
rna,SLC25A45,0.0197,-0.0458,0.0877,0.7630058158346609,1.0,B (lean),False,continuous
rna,GCAT,-0.0039,-0.0763,0.0685,0.9452475133752496,1.0,A (adipose),False,continuous
rna,CPSF4,-0.0717,-0.1203,-0.024,0.1391557921213299,1.0,A (adipose),False,continuous
rna,NUFIP2,0.0006,-0.0662,0.0677,0.9927503387746062,1.0,B (lean),False,continuous
