system,feature,effect_size_cohens_d,ci_low,ci_high,p_value,q_value_fdr,higher_in,significant_q05,analysis_type
rna,TUBGCP6,0.0117,-0.0604,0.0869,0.8719140488146848,1.0,B (lean),False,continuous
rna,SGTA,0.0439,-0.0222,0.1062,0.5076832478385455,1.0,B (lean),False,continuous
rna,MARVELD1,-0.0259,-0.0985,0.0478,0.7506312459776914,1.0,A (adipose),False,continuous
rna,SLC1A4,-0.0839,-0.1563,-0.0119,0.2529645607288131,1.0,A (adipose),False,continuous
rna,ITGAM,-0.0623,-0.1302,0.0089,0.3891947672904591,1.0,A (adipose),False,continuous
rna,IL16,0.034,-0.0371,0.1034,0.6385430346238548,1.0,B (lean),False,continuous
rna,GAPDH,0.0001,-0.0801,0.0781,0.9988198067823988,1.0,B (lean),False,continuous
rna,ZAN,0.0,0.0,0.0,0.668861940055578,1.0,A (adipose),False,continuous
rna,OR4A47,0.0,0.0,0.0,0.2339181582524067,1.0,A (adipose),False,continuous
rna,MAPKBP1,0.024,-0.049,0.0995,0.75014785092438,1.0,B (lean),False,continuous
rna,FGD5,0.0,0.0,0.0,0.461480852535159,1.0,A (adipose),False,continuous
rna,FRMPD3,-0.0005,-0.0175,0.0,0.3195967615898827,1.0,A (adipose),False,continuous
rna,DYNC2H1,-0.0526,-0.1324,0.0119,0.4601430557874053,1.0,A (adipose),False,continuous
rna,WNT3,0.0,0.0,0.0,0.5931488287694104,1.0,A (adipose),False,continuous
rna,SLC25A13,-0.018,-0.0855,0.05,0.7968907176290332,1.0,A (adipose),False,continuous
rna,SATL1,0.0,0.0,0.0,0.5201102967164669,1.0,A (adipose),False,continuous
rna,GTF2E2,0.0161,-0.0543,0.0866,0.8301749133555826,1.0,B (lean),False,continuous
rna,DAB2IP,0.0,0.0,0.0,0.6897622101414904,1.0,A (adipose),False,continuous
rna,GHRH,0.0,0.0,0.0,0.9068237865114372,1.0,A (adipose),False,continuous
rna,ZMYM5,-0.069,-0.1257,-0.0141,0.2201960930660346,1.0,A (adipose),False,continuous
rna,NKRF,-0.1498,-0.2124,-0.0814,0.0271886409697835,1.0,A (adipose),False,continuous
rna,SPIN2B,-0.0851,-0.1499,-0.0194,0.200212161201995,1.0,A (adipose),False,continuous
rna,BOP1,-0.0743,-0.1299,-0.0178,0.198510459540564,1.0,A (adipose),False,continuous
rna,ZNF845,0.0169,-0.0503,0.0833,0.8111136916928594,1.0,B (lean),False,continuous
rna,TBL2,0.0283,-0.0368,0.0954,0.6751993065966757,1.0,B (lean),False,continuous
rna,ACSM5,0.0,0.0,0.0,0.2403080401858015,1.0,A (adipose),False,continuous
rna,NEK9,-0.051,-0.111,0.0101,0.4182163608814286,1.0,A (adipose),False,continuous
rna,TMEM126B,-0.0204,-0.0656,0.0267,0.6631958976668029,1.0,A (adipose),False,continuous
rna,XAF1,-0.122,-0.1824,-0.0609,0.0472123890727132,1.0,A (adipose),False,continuous
rna,C4orf47,0.0,0.0,0.0,0.1810871179123858,1.0,A (adipose),False,continuous
rna,INIP,-0.005,-0.064,0.0549,0.9378499169919088,1.0,A (adipose),False,continuous
rna,CEP290,0.0437,-0.022,0.1069,0.5188480094738213,1.0,B (lean),False,continuous
rna,TMEM59L,0.0,0.0,0.0,0.5798622719160005,1.0,A (adipose),False,continuous
rna,SLC44A3,0.0,0.0,0.0,0.3903474315659285,1.0,A (adipose),False,continuous
rna,NDUFA11,-0.0285,-0.0973,0.0419,0.6919561641046652,1.0,A (adipose),False,continuous
rna,GJC1,0.0,0.0,0.0,0.0750277198994621,1.0,A (adipose),False,continuous
rna,AGAP4,0.0,0.0,0.0,0.9933780502540231,1.0,A (adipose),False,continuous
rna,PPIL2,0.0697,0.0073,0.1337,0.2749093667112735,1.0,B (lean),False,continuous
rna,WNK4,0.0,0.0,0.0,0.7927262749990206,1.0,A (adipose),False,continuous
rna,GALNT8,0.0044,0.0,0.0266,0.39090129747688,1.0,B (lean),False,continuous
rna,DESI2,0.0813,0.0259,0.1389,0.1593984796582804,1.0,B (lean),False,continuous
rna,PCDH17,0.0,0.0,0.0,0.61498730736419,1.0,A (adipose),False,continuous
rna,BIRC6,0.031,-0.0357,0.0988,0.6433822803611199,1.0,B (lean),False,continuous
rna,CDC37L1,0.0523,-0.0121,0.1146,0.4312109882197922,1.0,B (lean),False,continuous
rna,ISCA2,0.0313,-0.0367,0.0951,0.6699566659236706,1.0,B (lean),False,continuous
rna,SSUH2,0.0,0.0,0.0,0.7130729088053742,1.0,A (adipose),False,continuous
rna,SLK,0.0505,-0.0198,0.1225,0.4935728969891311,1.0,B (lean),False,continuous
rna,GDPD3,0.1835,0.1053,0.2603,0.017240290286853,1.0,B (lean),False,continuous
rna,LCAT,0.0255,-0.0338,0.106,0.6697647118354084,1.0,B (lean),False,continuous
rna,ACOT11,0.0,-0.0097,0.0,0.3098268638629993,1.0,A (adipose),False,continuous
rna,MYH1,0.0,0.0,0.0,0.8918254356951276,1.0,A (adipose),False,continuous
rna,VPS26A,0.0024,-0.0515,0.0574,0.9603954903569648,1.0,B (lean),False,continuous
rna,CRISPLD2,0.0379,-0.0325,0.113,0.597309209383759,1.0,B (lean),False,continuous
rna,NR5A1,0.0,0.0,0.0,0.4586513690295137,1.0,A (adipose),False,continuous
rna,LCOR,-0.0064,-0.0696,0.0546,0.9165276986859564,1.0,A (adipose),False,continuous
rna,ABCC11,0.0,0.0,0.0,0.5838616071155813,1.0,A (adipose),False,continuous
rna,ODF3L1,0.0,0.0,0.0,0.4500636383761474,1.0,A (adipose),False,continuous
rna,RTKN2,0.0063,-0.0281,0.0749,0.7447343015203153,1.0,B (lean),False,continuous
rna,NCOA2,0.0145,-0.0453,0.0727,0.8203026749258877,1.0,B (lean),False,continuous
rna,ZNF586,-0.0143,-0.0743,0.0451,0.8003182658819629,1.0,A (adipose),False,continuous
rna,TMEM53,0.0069,-0.0543,0.0701,0.9170307320441824,1.0,B (lean),False,continuous
rna,KLHL42,-0.0594,-0.1217,0.0023,0.347704486605794,1.0,A (adipose),False,continuous
rna,ZNF330,-0.0145,-0.0698,0.0391,0.7921647534969536,1.0,A (adipose),False,continuous
rna,UEVLD,-0.0988,-0.1605,-0.0369,0.1173977469321616,1.0,A (adipose),False,continuous
rna,CCDC43,-0.025,-0.0829,0.0323,0.6613567733376715,1.0,A (adipose),False,continuous
rna,ZNF626,0.0261,-0.0423,0.0931,0.7072933511332222,1.0,B (lean),False,continuous
rna,DCDC2B,0.0,0.0,0.0,0.3557232248069514,1.0,A (adipose),False,continuous
rna,PARP15,0.0152,-0.0545,0.086,0.831163536567717,1.0,B (lean),False,continuous
rna,DICER1,0.0023,-0.0621,0.0674,0.9745458561782044,1.0,B (lean),False,continuous
rna,CRACD,0.0124,0.0,0.0617,0.0843676443675866,1.0,B (lean),False,continuous
rna,COL18A1,-0.1295,-0.2036,-0.0542,0.0878323059626942,1.0,A (adipose),False,continuous
rna,DPM2,-0.0854,-0.1436,-0.0274,0.1500892648698938,1.0,A (adipose),False,continuous
rna,HAVCR2,-0.0912,-0.1547,-0.0262,0.1735034393095226,1.0,A (adipose),False,continuous
rna,AL139011.2,0.0,0.0,0.0,0.5891388744192061,1.0,A (adipose),False,continuous
rna,COL9A2,-0.0039,-0.0801,0.0682,0.9365038233282832,1.0,A (adipose),False,continuous
rna,CLEC1A,0.0,0.0,0.0201,0.3107409777675586,1.0,A (adipose),False,continuous
rna,RFX8,0.0,0.0,0.0,0.5399464517130974,1.0,A (adipose),False,continuous
rna,DPY19L3,0.1326,0.0622,0.2005,0.0640395037044811,1.0,B (lean),False,continuous
rna,FGF11,0.0,0.0,0.0,0.7392567924377274,1.0,A (adipose),False,continuous
rna,TXNIP,-0.0048,-0.0749,0.0628,0.9462575909736782,1.0,A (adipose),False,continuous
rna,PAQR4,-0.1225,-0.1989,-0.0476,0.1056193181224344,1.0,A (adipose),False,continuous
rna,MAGED1,-0.0115,-0.072,0.0527,0.8567940330446078,1.0,A (adipose),False,continuous
rna,TBC1D25,-0.0127,-0.0806,0.0533,0.850826166767876,1.0,A (adipose),False,continuous
rna,ZNF559-ZNF177,0.0,0.0,0.0,0.2575450232611872,1.0,A (adipose),False,continuous
rna,BDH2,-0.0325,-0.1023,0.0378,0.6414144932437507,1.0,A (adipose),False,continuous
rna,MEOX1,0.0085,-0.0652,0.0877,0.8977714871022981,1.0,B (lean),False,continuous
rna,TMEM229B,-0.1191,-0.185,-0.052,0.0822098689869173,1.0,A (adipose),False,continuous
rna,ERO1A,-0.0304,-0.0865,0.0273,0.6139864277675977,1.0,A (adipose),False,continuous
rna,MAGIX,-0.074,-0.1464,0.0,0.2951473450945262,1.0,A (adipose),False,continuous
rna,MSC,-0.0361,-0.1102,0.0371,0.6442910113071889,1.0,A (adipose),False,continuous
rna,SAYSD1,0.0305,-0.0336,0.0962,0.6453525494883414,1.0,B (lean),False,continuous
rna,GSX2,0.0,0.0,0.0,0.216073644963842,1.0,A (adipose),False,continuous
rna,SNTA1,0.0063,-0.0617,0.0734,0.9321365534030384,1.0,B (lean),False,continuous
rna,CLP1,0.0221,-0.0461,0.0879,0.7573734315153897,1.0,B (lean),False,continuous
rna,MGAT4A,-0.0331,-0.0936,0.0278,0.590146917910348,1.0,A (adipose),False,continuous
rna,SYNJ2BP-COX16,0.0251,0.0,0.0493,0.1743917924390695,1.0,B (lean),False,continuous
rna,DCDC2,0.0,0.0,0.0,0.4574841359136159,1.0,A (adipose),False,continuous
rna,PRKCA,0.0336,-0.0354,0.101,0.6278609975376632,1.0,B (lean),False,continuous
rna,RPL32,-0.0077,-0.0891,0.0723,0.923237615075602,1.0,A (adipose),False,continuous
rna,ZFP64,0.0733,0.0081,0.1428,0.2715789210426188,1.0,B (lean),False,continuous
rna,TPRN,-0.0159,-0.0885,0.0535,0.818824155599547,1.0,A (adipose),False,continuous
rna,ZNF141,0.0905,0.018,0.1606,0.2126520683042814,1.0,B (lean),False,continuous
rna,ZNF284,0.0,-0.0401,0.046,0.984314583567614,1.0,A (adipose),False,continuous
rna,REG1B,0.0,0.0,0.0,0.2931086446866064,1.0,A (adipose),False,continuous
rna,TBC1D13,-0.0412,-0.1055,0.0211,0.509851791123974,1.0,A (adipose),False,continuous
rna,COL7A1,0.0,0.0,0.0093,0.117011813226017,1.0,A (adipose),False,continuous
rna,TSPAN14,-0.1548,-0.2134,-0.0962,0.0091930825398166,1.0,A (adipose),False,continuous
rna,HDC,0.0,0.0,0.0,0.7984436141548645,1.0,A (adipose),False,continuous
rna,PXT1,0.0,0.0,0.0,0.6411774710290432,1.0,A (adipose),False,continuous
rna,RYR3,0.0,0.0,0.0,0.1307691539616181,1.0,A (adipose),False,continuous
rna,CES4A,-0.0394,-0.0971,0.0,0.429129249853638,1.0,A (adipose),False,continuous
rna,ITPR3,0.021,-0.0504,0.0894,0.7707504848475627,1.0,B (lean),False,continuous
rna,SOCS2,0.0095,-0.0535,0.0717,0.8754101006094271,1.0,B (lean),False,continuous
rna,FITM1,0.0315,0.0,0.0669,0.1487701566163017,1.0,B (lean),False,continuous
rna,TUSC2,-0.1274,-0.1833,-0.0724,0.0269542620162752,1.0,A (adipose),False,continuous
rna,BOLA3,0.0365,-0.0272,0.0984,0.5704689569964534,1.0,B (lean),False,continuous
rna,HERC1,-0.0159,-0.0791,0.0447,0.8003182658819629,1.0,A (adipose),False,continuous
rna,SPTY2D1OS,-0.0259,-0.101,0.022,0.6020646246575674,1.0,A (adipose),False,continuous
rna,MEIOB,0.0,0.0,0.0,0.4974868666932394,1.0,A (adipose),False,continuous
rna,MYL3,0.0,0.0,0.0,0.7983166774178962,1.0,A (adipose),False,continuous
rna,ENPP3,0.0,0.0,0.0,0.9371913198208094,1.0,A (adipose),False,continuous
rna,NCR2,0.0,0.0,0.0,0.9378026483906028,1.0,A (adipose),False,continuous
rna,RARS2,-0.0948,-0.151,-0.0369,0.1040369957286253,1.0,A (adipose),False,continuous
rna,THOC3,-0.0603,-0.13,0.0073,0.3797235260286311,1.0,A (adipose),False,continuous
rna,CYB561D1,0.0867,0.0213,0.1509,0.189089630778439,1.0,B (lean),False,continuous
rna,NSL1,-0.0311,-0.0965,0.0361,0.6464145251852104,1.0,A (adipose),False,continuous
rna,KLF14,0.0,0.0,0.0,0.315890203409509,1.0,A (adipose),False,continuous
rna,TDRD15,0.0,0.0,0.0,0.5280769537158878,1.0,A (adipose),False,continuous
rna,SOD1,-0.0692,-0.1365,0.0008,0.334523811084113,1.0,A (adipose),False,continuous
rna,AC023055.1,0.0,0.0,0.0,0.9678076252362676,1.0,A (adipose),False,continuous
rna,REM2,-0.086,-0.1645,-0.008,0.2519772543970032,1.0,A (adipose),False,continuous
rna,PGGT1B,0.0201,-0.049,0.0862,0.7733372412658523,1.0,B (lean),False,continuous
rna,ZFYVE27,0.0024,-0.0559,0.0609,0.9676378521857704,1.0,B (lean),False,continuous
rna,SLC13A5,0.0,0.0,0.0,0.9091769244292824,1.0,A (adipose),False,continuous
rna,COQ4,-0.0003,-0.0574,0.0567,0.9940990855543426,1.0,A (adipose),False,continuous
rna,PAWR,0.106,0.0282,0.1857,0.1845712358040676,1.0,B (lean),False,continuous
rna,PAGE2,0.0,0.0,0.0013,0.0075076869503932,1.0,A (adipose),False,continuous
rna,UBAP1,0.0376,-0.0246,0.0951,0.5616030720341042,1.0,B (lean),False,continuous
rna,UBXN2A,-0.0454,-0.104,0.012,0.4431794005346772,1.0,A (adipose),False,continuous
rna,LCN6,0.0,0.0,0.0,0.3809959301406986,1.0,A (adipose),False,continuous
rna,RAB21,0.0419,-0.0255,0.1073,0.5379192278841224,1.0,B (lean),False,continuous
rna,SCFD2,0.0554,-0.0148,0.1231,0.4530419005764909,1.0,B (lean),False,continuous
rna,RXFP2,0.0,0.0,0.0,0.8209748307871838,1.0,A (adipose),False,continuous
rna,UBA6,0.0301,-0.0396,0.0983,0.6733471292431369,1.0,B (lean),False,continuous
rna,DISP3,0.0,0.0,0.0,0.5873464649672366,1.0,A (adipose),False,continuous
rna,C17orf98,0.0,0.0,0.0012,0.0372878786791287,1.0,A (adipose),False,continuous
rna,RFLNA,0.0,0.0,0.0,0.8397539531502032,1.0,A (adipose),False,continuous
rna,FBXL4,-0.0264,-0.0879,0.0344,0.6662654861634504,1.0,A (adipose),False,continuous
rna,GATB,-0.0804,-0.1388,-0.0196,0.1903740559944702,1.0,A (adipose),False,continuous
rna,UHRF1,-0.0217,-0.0857,0.0,0.4006636389494831,1.0,A (adipose),False,continuous
rna,AC010619.2,0.0,0.0,0.0,0.7776212756892311,1.0,A (adipose),False,continuous
rna,DHFR2,0.037,-0.0332,0.1052,0.6067305573004658,1.0,B (lean),False,continuous
rna,TPSAB1,0.0078,0.0,0.0526,0.2421670336720701,1.0,B (lean),False,continuous
rna,ANKRD40CL,0.0,0.0,0.0,0.8980318519731794,1.0,A (adipose),False,continuous
rna,PATE2,0.0,0.0,0.0,0.4485121239596269,1.0,A (adipose),False,continuous
rna,MRPL18,-0.0233,-0.0844,0.0356,0.6991399912860734,1.0,A (adipose),False,continuous
rna,LOX,0.0,0.0,0.0,0.5531874152167902,1.0,A (adipose),False,continuous
rna,MYCBP,0.0603,-0.0039,0.1234,0.3578865205274213,1.0,B (lean),False,continuous
rna,FXN,-0.0681,-0.1274,-0.0079,0.2720398779946993,1.0,A (adipose),False,continuous
rna,RHNO1,-0.0442,-0.0998,0.0112,0.434061295147316,1.0,A (adipose),False,continuous
rna,KIF21A,0.0532,-0.0139,0.1199,0.4429280889722936,1.0,B (lean),False,continuous
rna,PATZ1,0.0247,-0.0385,0.0861,0.6914886033148546,1.0,B (lean),False,continuous
rna,MPHOSPH10,0.0128,-0.0531,0.0758,0.8496673031588713,1.0,B (lean),False,continuous
rna,SLC1A7,-0.1258,-0.2062,-0.048,0.099085034014221,1.0,A (adipose),False,continuous
rna,TIGD6,-0.0175,-0.0892,0.0411,0.7419566342439581,1.0,A (adipose),False,continuous
rna,DENND6A,-0.0303,-0.0888,0.0282,0.6037805867299053,1.0,A (adipose),False,continuous
rna,ADAMTS1,0.0824,0.0058,0.1555,0.2343351007218908,1.0,B (lean),False,continuous
rna,TKTL1,-0.0503,-0.1141,0.0133,0.4389190054454803,1.0,A (adipose),False,continuous
rna,APOBEC3C,-0.1104,-0.1811,-0.0403,0.1343634591230976,1.0,A (adipose),False,continuous
rna,SFTPB,0.0,0.0,0.0,0.319298737761893,1.0,A (adipose),False,continuous
rna,NKAIN2,0.0,0.0,0.0,0.9112410186362012,1.0,A (adipose),False,continuous
rna,B3GAT2,0.0,0.0,0.0,0.6876101606459337,1.0,A (adipose),False,continuous
rna,ARHGAP31,0.0,-0.038,0.0,0.6657122991018669,1.0,A (adipose),False,continuous
rna,DCDC1,0.0,0.0,0.0,0.2612090466885646,1.0,A (adipose),False,continuous
rna,DNAH17,0.0,0.0,0.0,0.3334220477443391,1.0,A (adipose),False,continuous
rna,RBCK1,-0.0172,-0.0842,0.0493,0.8163616448394384,1.0,A (adipose),False,continuous
rna,PTPN14,0.0,0.0,0.0,0.907189765730217,1.0,A (adipose),False,continuous
rna,BRSK1,0.0,0.0,0.0283,0.7004986755346592,1.0,A (adipose),False,continuous
rna,KIR2DL3,-0.2248,-0.3021,-0.1457,0.0039269486084188,1.0,A (adipose),False,continuous
rna,MYL5,0.0417,-0.0246,0.106,0.533327291443654,1.0,B (lean),False,continuous
rna,TRIM27,-0.0008,-0.0636,0.0618,0.9900529112183596,1.0,A (adipose),False,continuous
rna,MRPL49,-0.0198,-0.0813,0.0405,0.7568912641382683,1.0,A (adipose),False,continuous
rna,DEPTOR,-0.1012,-0.1836,-0.0225,0.1359989922994312,1.0,A (adipose),False,continuous
rna,SPINDOC,-0.0223,-0.0949,0.0502,0.761394772322129,1.0,A (adipose),False,continuous
rna,PRKX,-0.0115,-0.076,0.0519,0.8556330570413554,1.0,A (adipose),False,continuous
rna,YARS2,0.0412,-0.0216,0.102,0.5133859803852553,1.0,B (lean),False,continuous
rna,OLFML2B,-0.0074,-0.0644,0.0,0.4819546034976176,1.0,A (adipose),False,continuous
rna,PSD4,0.0531,-0.0178,0.1233,0.4586595803918182,1.0,B (lean),False,continuous
rna,C17orf58,0.0171,-0.0521,0.0822,0.8030939809476401,1.0,B (lean),False,continuous
rna,RPS21,-0.0148,-0.0914,0.064,0.8586190532246024,1.0,A (adipose),False,continuous
rna,KLHL18,0.0372,-0.0264,0.0996,0.5690344745552618,1.0,B (lean),False,continuous
rna,OCRL,0.0465,0.0,0.119,0.3836692845624552,1.0,B (lean),False,continuous
rna,ZNF684,-0.0517,-0.1187,0.0175,0.463026942842723,1.0,A (adipose),False,continuous
rna,CDK2,-0.0832,-0.1491,-0.0176,0.2128117465675791,1.0,A (adipose),False,continuous
rna,VPS13A,-0.0311,-0.098,0.0367,0.6567678796472693,1.0,A (adipose),False,continuous
rna,TSN,-0.0006,-0.0449,0.0456,0.9910644348840956,1.0,A (adipose),False,continuous
rna,MPV17L,0.0,0.0,0.0,0.9658224212156667,1.0,A (adipose),False,continuous
rna,AHCY,-0.004,-0.0726,0.0624,0.9506320077540024,1.0,A (adipose),False,continuous
rna,OLFM4,0.0,0.0,0.0,0.5867986565499881,1.0,A (adipose),False,continuous
rna,SPATA46,0.0,0.0,0.0,0.2734365615865918,1.0,A (adipose),False,continuous
rna,PPEF1,0.0,0.0,0.0014,0.0753888051863526,1.0,A (adipose),False,continuous
rna,CAT,-0.0079,-0.0856,0.065,0.9130073419704692,1.0,A (adipose),False,continuous
rna,SLF2,0.0029,-0.0612,0.0674,0.9674693928790898,1.0,B (lean),False,continuous
rna,ARR3,0.0,0.0,0.0,0.9865739403104494,1.0,A (adipose),False,continuous
rna,TBC1D12,0.0,-0.0398,0.0422,0.9166235308971714,1.0,A (adipose),False,continuous
rna,ADAMTS6,0.0,0.0,0.0045,0.3646181098873903,1.0,A (adipose),False,continuous
rna,RPGRIP1,0.0,-0.0296,0.0558,0.8514328547029155,1.0,A (adipose),False,continuous
rna,SPP1,0.0,0.0,0.0,0.6291222981981119,1.0,A (adipose),False,continuous
rna,ZNF281,-0.0431,-0.0999,0.0138,0.454187796092856,1.0,A (adipose),False,continuous
rna,PLPP1,0.0563,-0.009,0.1258,0.3984532359727388,1.0,B (lean),False,continuous
rna,TCN2,-0.0768,-0.1504,-0.0022,0.3112575342264954,1.0,A (adipose),False,continuous
rna,ZNF784,-0.0485,-0.1226,0.0206,0.4859999298104318,1.0,A (adipose),False,continuous
rna,HLX,-0.0369,-0.1115,0.0343,0.6127979206323392,1.0,A (adipose),False,continuous
rna,PAPPA2,0.0,0.0,0.0,0.519655672753595,1.0,A (adipose),False,continuous
rna,SNX25,0.0105,-0.0621,0.0815,0.8850783819167758,1.0,B (lean),False,continuous
rna,TMEM106A,-0.0718,-0.1436,-0.0003,0.3219782255248702,1.0,A (adipose),False,continuous
rna,ZNF518B,0.0159,-0.0457,0.0789,0.8120972476436374,1.0,B (lean),False,continuous
rna,EHBP1L1,0.0364,-0.0267,0.0983,0.5791118352310425,1.0,B (lean),False,continuous
rna,MYPOP,0.0465,-0.0218,0.117,0.5090374324150341,1.0,B (lean),False,continuous
rna,MAP3K2,0.0463,-0.0153,0.1098,0.4658654977861708,1.0,B (lean),False,continuous
rna,CCDC175,0.0,0.0,0.017,0.6358181207606772,1.0,A (adipose),False,continuous
rna,TLR3,0.0354,-0.0213,0.1158,0.5445399275847426,1.0,B (lean),False,continuous
rna,LSM1,-0.0627,-0.1172,-0.0108,0.2391177693390177,1.0,A (adipose),False,continuous
rna,FCHSD2,-0.007,-0.0715,0.0562,0.9104938403978116,1.0,A (adipose),False,continuous
rna,TPCN2,-0.0098,-0.0743,0.0556,0.8769092100082774,1.0,A (adipose),False,continuous
rna,FAT2,0.0,0.0,0.0,0.1962058113548136,1.0,A (adipose),False,continuous
rna,ZNF723,0.0,0.0,0.0,0.936474885149836,1.0,A (adipose),False,continuous
rna,PCMTD1,-0.0669,-0.1262,-0.0062,0.2814646426881939,1.0,A (adipose),False,continuous
rna,RBM24,0.0,0.0,0.0,0.8521675990843662,1.0,A (adipose),False,continuous
rna,MPDZ,0.0,0.0,0.0,0.420492210708589,1.0,A (adipose),False,continuous
rna,CPVL,-0.0295,-0.0912,0.034,0.6494526544452341,1.0,A (adipose),False,continuous
rna,TAS2R31,0.0,0.0,0.0,0.4869671537905571,1.0,A (adipose),False,continuous
rna,CARMIL3,0.0,0.0,0.0043,0.323085320987409,1.0,A (adipose),False,continuous
rna,RNF40,0.0479,-0.0143,0.1116,0.4489808335041775,1.0,B (lean),False,continuous
rna,CHI3L1,0.0,0.0,0.0,0.9063545400683616,1.0,A (adipose),False,continuous
rna,MCCD1,0.0016,0.0,0.0086,0.0016690851004914,1.0,B (lean),False,continuous
rna,FP565260.3,0.0,0.0,0.0,0.5269717831052014,1.0,A (adipose),False,continuous
rna,ACKR4,0.0,0.0,0.0,0.4620652908848313,1.0,A (adipose),False,continuous
rna,AC072022.2,0.0,0.0,0.0097,0.3669109563734174,1.0,A (adipose),False,continuous
rna,TMEM131L,0.0416,-0.0188,0.1051,0.4974491538020011,1.0,B (lean),False,continuous
rna,HIF1A,0.0867,0.0227,0.1522,0.1862583408719842,1.0,B (lean),False,continuous
rna,RAB30,0.0559,-0.0129,0.1265,0.4215041571144978,1.0,B (lean),False,continuous
rna,XPA,0.0198,-0.0451,0.0874,0.7626836246457973,1.0,B (lean),False,continuous
rna,RAB7A,-0.0378,-0.0957,0.0205,0.5172062560302069,1.0,A (adipose),False,continuous
rna,COX17,-0.0667,-0.136,-0.0004,0.3242557694950408,1.0,A (adipose),False,continuous
rna,RNF150,0.0,0.0,0.0,0.9127356977709083,1.0,A (adipose),False,continuous
rna,TYSND1,-0.1211,-0.1909,-0.0494,0.0891706626087511,1.0,A (adipose),False,continuous
rna,C1orf35,-0.0,-0.0591,0.0599,0.9994942027561804,1.0,A (adipose),False,continuous
rna,ATG2A,0.0333,-0.0366,0.1054,0.6343212775703676,1.0,B (lean),False,continuous
rna,EZH2,0.0223,-0.0395,0.0848,0.7230668801982355,1.0,B (lean),False,continuous
rna,GOLGA7,-0.0281,-0.0771,0.0211,0.5843269016119135,1.0,A (adipose),False,continuous
rna,DSC2,-0.026,-0.1015,0.0011,0.5081835949456643,1.0,A (adipose),False,continuous
rna,NUDT14,-0.0158,-0.0886,0.0538,0.8311636406811699,1.0,A (adipose),False,continuous
rna,STX11,-0.1072,-0.1842,-0.0238,0.156158619521459,1.0,A (adipose),False,continuous
rna,GSR,0.0316,-0.0266,0.0932,0.5977525965799804,1.0,B (lean),False,continuous
rna,TMEM269,0.0,0.0,0.0,0.1104435653951021,1.0,A (adipose),False,continuous
rna,RASGRP3,-0.1154,-0.191,-0.0441,0.1102042561476578,1.0,A (adipose),False,continuous
rna,ZNF613,0.0768,0.0047,0.1461,0.2894679605929756,1.0,B (lean),False,continuous
rna,KIAA2026,-0.0482,-0.1136,0.0185,0.4663826014105365,1.0,A (adipose),False,continuous
rna,PLAG1,0.0588,-0.0103,0.1385,0.4278613287383496,1.0,B (lean),False,continuous
rna,DERL1,-0.0355,-0.091,0.0205,0.5306921896096799,1.0,A (adipose),False,continuous
rna,ITGA10,0.0095,0.0,0.027,0.1100010935021505,1.0,B (lean),False,continuous
rna,PEX19,-0.0903,-0.1462,-0.0338,0.1169037820938059,1.0,A (adipose),False,continuous
rna,TMED7,-0.0408,-0.0953,0.014,0.472091715596568,1.0,A (adipose),False,continuous
rna,CMIP,0.0362,-0.0248,0.1,0.5550685043036683,1.0,B (lean),False,continuous
rna,CRPPA,0.0,0.0,0.0154,0.6989661586786176,1.0,A (adipose),False,continuous
rna,KCNK5,0.0,-0.0013,0.0,0.3363263170357126,1.0,A (adipose),False,continuous
rna,SMIM3,-0.0284,-0.0987,0.0427,0.6941396495378556,1.0,A (adipose),False,continuous
rna,TTF2,0.0956,0.0314,0.1631,0.1487169231013244,1.0,B (lean),False,continuous
rna,OR51B5,0.0,0.0,0.0,0.747420779972158,1.0,A (adipose),False,continuous
rna,MAB21L3,0.0,0.0,0.0,0.624841414149227,1.0,A (adipose),False,continuous
rna,GABPA,-0.0685,-0.1319,-0.0042,0.3000841190917656,1.0,A (adipose),False,continuous
rna,ZNF66,0.0974,0.0224,0.1749,0.1816255712924627,1.0,B (lean),False,continuous
