Feature ID,Feature,System,Feature type,Cohen's d (B − A),95% CI lower,95% CI upper,Cluster A mean,Cluster B mean,Prevalence difference (B − A),P,Adj. P,Cluster A (n),Cluster B (n),Significant (adj. P < 0.05),Unit
older_siblings_number,Older siblings number,Family history,continuous,-0.092,-0.209,0.024,1.02688,0.918261,,0.337,0.483,558,575,No,
right_or_left_handed,Right or left handed,Family history,continuous,0.051,-0.064,0.166,1.13043,1.15085,,0.362,0.483,575,590,No,
brothers_number,Brothers number,Family history,continuous,0.004,-0.112,0.12,1.21326,1.21821,,0.713,0.713,558,582,No,
natural_hair_color,Natural hair color,Family history,continuous,-0.03,-0.145,0.085,4.09201,4.05753,,0.643,0.713,576,591,No,
father_still_alive,Father still alive,Family history,binary,,-0.06,0.055,0.553004,0.550256,-0.00275,1.0,1.0,566,587,No,
mother_still_alive,Mother still alive,Family history,binary,,-0.082,0.02,0.747811,0.716949,-0.0309,1.0,1.0,571,590,No,
multiple_birth,Multiple birth,Family history,binary,,-0.02,0.012,0.0225303,0.0186441,-0.00389,1.0,1.0,577,590,No,
family_member_non-accidental_death,Family history of member non-accidental death,Family history,binary,,-0.049,0.025,0.121265,0.109565,-0.0117,1.0,1.0,569,575,No,
adopted_as_a_child,Adopted as a child,Family history,binary,,-0.01,0.003,0.00520833,0.00169205,-0.00352,1.0,1.0,576,591,No,
family_Brain_Cancer,Family history of brain cancer,Family medical history,binary,,-0.004,0.002,0.00193237,0.000966184,-0.000966,1.0,1.0,1035,1035,No,
family_Lymphoma_DLBCL,Family history of lymphoma DLBCL,Family medical history,binary,,-0.002,0.004,0.000966184,0.00193237,0.000966,1.0,1.0,1035,1035,No,
family_CLL_Lymphoma,Family history of CLL lymphoma,Family medical history,binary,,-0.005,0.007,0.00386473,0.00483092,0.000966,1.0,1.0,1035,1035,No,
family_Mycosis_Fungoides,Family history of mycosis fungoides,Family medical history,binary,,-0.01,0.0,0.0057971,0.000966184,-0.00483,1.0,1.0,1035,1035,No,
family_Bone_Cancer,Family history of bone cancer,Family medical history,binary,,-0.001,0.003,0.0,0.000966184,0.000966,1.0,1.0,1035,1035,No,
family_Stomach_Cancer,Family history of stomach cancer,Family medical history,binary,,-0.001,0.003,0.0,0.000966184,0.000966,1.0,1.0,1035,1035,No,
family_Large_Intestine_Cancer,Family history of large intestine cancer,Family medical history,binary,,-0.01,0.008,0.0115942,0.010628,-0.000966,1.0,1.0,1035,1035,No,
family_Colon_Cancer,Family history of colon cancer,Family medical history,binary,,-0.018,0.003,0.0193237,0.0115942,-0.00773,1.0,1.0,1035,1035,No,
family_Colon_Cancer_2,Family history of colon cancer 2,Family medical history,binary,,-0.01,0.004,0.00772947,0.00483092,-0.0029,1.0,1.0,1035,1035,No,
family_Lung_Cancer,Family history of lung cancer,Family medical history,binary,,-0.019,0.003,0.0202899,0.0125604,-0.00773,1.0,1.0,1035,1035,No,
family_Melanoma,Family history of melanoma,Family medical history,binary,,-0.007,0.009,0.00869565,0.00966184,0.000966,1.0,1.0,1035,1035,No,
family_Ovarian_Cancer,Family history of ovarian cancer,Family medical history,binary,,-0.008,0.004,0.0057971,0.00386473,-0.00193,1.0,1.0,1035,1035,No,
family_Testicular_Cancer,Family history of testicular cancer,Family medical history,binary,,-0.001,0.003,0.0,0.000966184,0.000966,1.0,1.0,1035,1035,No,
family_Prostate_Cancer,Family history of prostate cancer,Family medical history,binary,,-0.006,0.006,0.00483092,0.00483092,0.0,1.0,1.0,1035,1035,No,
family_Kidney_Cancer,Family history of kidney cancer,Family medical history,binary,,-0.0,0.006,0.0,0.00289855,0.0029,1.0,1.0,1035,1035,No,
family_Bladder_Cancer,Family history of bladder cancer,Family medical history,binary,,-0.004,0.004,0.00193237,0.00193237,0.0,1.0,1.0,1035,1035,No,
family_Thyroid_Cancer,Family history of thyroid cancer,Family medical history,binary,,-0.003,0.005,0.00193237,0.00289855,0.000966,1.0,1.0,1035,1035,No,
family_Liver_Metastasis,Family history of liver metastasis,Family medical history,binary,,-0.003,0.003,0.000966184,0.000966184,0.0,1.0,1.0,1035,1035,No,
family_Coagulation_Defects,Family history of coagulation defects,Family medical history,binary,,-0.003,0.009,0.00289855,0.0057971,0.0029,1.0,1.0,1035,1035,No,
family_Thrombophilia,Family history of thrombophilia,Family medical history,binary,,-0.017,0.011,0.0270531,0.0241546,-0.0029,1.0,1.0,1035,1035,No,
family_Autoimmune_Disorder,Family history of autoimmune disorder,Family medical history,binary,,-0.028,-0.001,0.0338164,0.0193237,-0.0145,1.0,1.0,1035,1035,No,
family_Type1_Diabetes,Family history of type1 diabetes,Family medical history,binary,,-0.005,0.013,0.00869565,0.0125604,0.00386,1.0,1.0,1035,1035,No,
family_Type2_Diabetes,Family history of type2 diabetes,Family medical history,binary,,-0.02,0.041,0.143961,0.154589,0.0106,1.0,1.0,1035,1035,No,
family_Hyperlipidemia,Family history of hyperlipidemia,Family medical history,binary,,-0.018,0.038,0.115942,0.125604,0.00966,1.0,1.0,1035,1035,No,
family_Unknown_Condition,Family history of unknown condition,Family medical history,binary,,-0.004,0.006,0.00289855,0.00386473,0.000966,1.0,1.0,1035,1035,No,
family_Parkinson,Family history of parkinson,Family medical history,binary,,-0.026,0.002,0.0328502,0.021256,-0.0116,1.0,1.0,1035,1035,No,
family_Alzheimer,Family history of alzheimer,Family medical history,binary,,-0.023,0.013,0.0492754,0.0444444,-0.00483,1.0,1.0,1035,1035,No,
family_Stroke,Family history of stroke,Family medical history,binary,,-0.017,0.029,0.07343,0.0792271,0.0058,1.0,1.0,1035,1035,No,
family_Hypertension,Family history of hypertension,Family medical history,binary,,0.013,0.087,0.223188,0.27343,0.0502,1.0,1.0,1035,1035,No,
family_Ischemic_Heart_Disease,Family history of ischemic heart disease,Family medical history,binary,,-0.028,0.036,0.166184,0.170048,0.00386,1.0,1.0,1035,1035,No,
family_Depression,Family history of depression,Family medical history,binary,,-0.014,0.006,0.0154589,0.0115942,-0.00386,1.0,1.0,1035,1035,No,
family_Breast_Cancer,Family history of breast cancer,Family medical history,binary,,-0.003,0.024,0.0202899,0.0309179,0.0106,1.0,1.0,1035,1035,No,
family_Bronchitis,Family history of bronchitis,Family medical history,binary,,-0.009,0.022,0.0299517,0.036715,0.00676,1.0,1.0,1035,1035,No,
family_Asthma,Family history of asthma,Family medical history,binary,,-0.026,0.02,0.0801932,0.0772947,-0.0029,1.0,1.0,1035,1035,No,
family_Coeliac_Disease,Family history of coeliac disease,Family medical history,binary,,-0.006,0.018,0.0173913,0.0231884,0.0058,1.0,1.0,1035,1035,No,
family_Crohn_Disease,Family history of crohn disease,Family medical history,binary,,-0.019,0.006,0.0251208,0.0183575,-0.00676,1.0,1.0,1035,1035,No,
family_Chronic_Kidney_Disease,Family history of chronic kidney disease,Family medical history,binary,,-0.008,0.018,0.021256,0.026087,0.00483,1.0,1.0,1035,1035,No,
family_Sudden_Death,Family history of sudden death,Family medical history,binary,,-0.02,0.014,0.0405797,0.0376812,-0.0029,1.0,1.0,1035,1035,No,
Cardiovascular_family,Family history of cardiovascular,Family medical history,binary,,-0.005,0.074,0.282126,0.316908,0.0348,1.0,1.0,1035,1035,No,
Cancer_any_family,Family history of cancer any,Family medical history,binary,,-0.027,0.016,0.0705314,0.0647343,-0.0058,1.0,1.0,1035,1035,No,
Diabetes_family,Family history of diabetes,Family medical history,binary,,-0.018,0.044,0.14686,0.15942,0.0126,1.0,1.0,1035,1035,No,
Metabolic_family,Family history of metabolic,Family medical history,binary,,-0.025,0.046,0.215459,0.226087,0.0106,1.0,1.0,1035,1035,No,
Neurological_family,Family history of neurological,Family medical history,binary,,-0.039,0.005,0.0782609,0.0608696,-0.0174,1.0,1.0,1035,1035,No,
Autoimmune_family,Family history of autoimmune,Family medical history,binary,,-0.043,0.014,0.131401,0.116908,-0.0145,1.0,1.0,1035,1035,No,
Mental_Health_family,Family history of mental health,Family medical history,binary,,-0.014,0.006,0.0154589,0.0115942,-0.00386,1.0,1.0,1035,1035,No,
frailty_body_comp_arm_right_lean_mass,Arm right lean mass,Frailty,continuous,0.56,0.471,0.65,1.89025,2.07046,,2.7e-33,1.9e-32,1002,1001,Yes,kg
frailty_body_comp_arm_left_lean_mass,Arm left lean mass,Frailty,continuous,0.517,0.428,0.606,1.79698,1.96264,,1.6e-29,5.4e-29,1002,1001,Yes,kg
hand_grip_left,Hand grip left,Frailty,continuous,0.453,0.366,0.541,51.5304,56.6458,,2.7e-23,6.2e-23,1031,1032,Yes,lb
hand_grip_right,Hand grip right,Frailty,continuous,0.413,0.326,0.501,53.7566,59.2355,,8.3e-23,1.5e-22,1031,1033,Yes,lb
frailty_body_comp_leg_right_lean_mass,Leg right lean mass,Frailty,continuous,0.436,0.347,0.525,6.10254,6.50069,,2.3e-21,3.3e-21,1002,1001,Yes,kg
frailty_body_comp_leg_left_lean_mass,Leg left lean mass,Frailty,continuous,0.427,0.338,0.515,6.02962,6.41488,,2.1e-20,2.5e-20,1002,1001,Yes,kg
frailty_height,Height,Frailty,continuous,-0.054,-0.141,0.032,162.724,162.386,,0.157,0.157,1034,1034,No,cm
Arm_Swing_1D_in_z_dir_m: median - TM3,Arm swing 1D in z dir m: median - TM3,Gait,continuous,-0.284,-0.472,-0.095,0.237173,0.212981,,0.004,0.223,226,210,No,
Non_dir_Diff_Wrist_Sway_1D_in_z_dir_m: median - TMS,Non dir diff wrist sway 1D in z dir m: median - TMS,Gait,continuous,-0.304,-0.491,-0.118,0.0709698,0.0554047,,0.003,0.223,232,215,No,
Non_dir_Diff_Wrist_Sway_1D_in_z_dir_m: std - TM3,Non dir diff wrist sway 1D in z dir m: std - TM3,Gait,continuous,-0.211,-0.4,-0.023,0.0240708,0.0213048,,0.004,0.223,226,210,No,
Hedo_vrt_sway_m: median - TM3,Hedo vrt sway m: median - TM3,Gait,continuous,-0.222,-0.411,-0.034,0.0269867,0.0256619,,0.007,0.269,226,210,No,
LStep_length_m: median - TM3,Lstep length m: median - TM3,Gait,continuous,0.202,0.014,0.391,0.487168,0.497657,,0.031,0.293,226,210,No,
Cadence: median - TM3,Cadence: median - TM3,Gait,continuous,-0.224,-0.412,-0.035,100.513,98.4,,0.04,0.293,226,210,No,
LLeg_stance_time_s: median - TM3,Left leg stance time s: median - TM3,Gait,continuous,0.22,0.032,0.409,0.803832,0.820805,,0.04,0.293,226,210,No,
RArm_Swing_1D_in_z_dir_m: median - TM3,Right arm swing 1D in z dir m: median - TM3,Gait,continuous,-0.251,-0.44,-0.063,0.218796,0.195686,,0.015,0.293,226,210,No,
Non_dir_Ratio_Wrist_Sway_1D_in_z_dir: median - TMS,Non dir ratio wrist sway 1D in z dir: median - TMS,Gait,continuous,-0.193,-0.379,-0.007,1.4863,1.38739,,0.03,0.293,232,215,No,
RStep_time_s: median - TM3,Rstep time s: median - TM3,Gait,continuous,0.213,0.024,0.401,0.585615,0.598167,,0.035,0.293,226,210,No,
LLeg_swing_time_s: min - TM3,Left leg swing time s: min - TM3,Gait,continuous,0.184,-0.004,0.372,0.386035,0.393095,,0.029,0.293,226,210,No,
RLeg_single_support_time_s: std - TMS,Right leg single support time s: std - TMS,Gait,continuous,-0.208,-0.394,-0.022,0.00799569,0.00602791,,0.037,0.293,232,215,No,
Leg_swing_time_asymmetry_pct: min - TM3,Leg swing time asymmetry pct: min - TM3,Gait,continuous,-0.187,-0.375,0.002,0.512942,0.237738,,0.023,0.293,226,210,No,
Leg_swing_time_asymmetry_pct: std - TMS,Leg swing time asymmetry pct: std - TMS,Gait,continuous,-0.18,-0.366,0.006,1.47022,1.25356,,0.028,0.293,232,215,No,
RArm_Swing_1D_in_z_dir_m: std - TM3,Right arm swing 1D in z dir m: std - TM3,Gait,continuous,-0.125,-0.313,0.063,0.0274381,0.0252333,,0.03,0.293,226,210,No,
RLeg_double_support_time_s: median - TM3,Right leg double support time s: median - TM3,Gait,continuous,0.204,0.015,0.392,0.187323,0.195257,,0.022,0.293,226,210,No,
Step_length_asymmetry_pct: std - TMS,Step length asymmetry pct: std - TMS,Gait,continuous,-0.159,-0.345,0.027,1.02531,0.904595,,0.019,0.293,232,215,No,
RStep_time_s: max - TM3,Rstep time s: max - TM3,Gait,continuous,0.182,-0.007,0.37,0.620221,0.631733,,0.023,0.293,226,210,No,
Cadence: std - TM3,Cadence: std - TM3,Gait,continuous,0.235,0.047,0.424,1.50202,1.7972,,0.011,0.293,226,210,No,
RLeg_double_support_time_s: min - TM3,Right leg double support time s: min - TM3,Gait,continuous,0.214,0.026,0.402,0.163522,0.172795,,0.036,0.293,226,210,No,
Non_dir_Diff_Wrist_Sway_1D_in_z_dir_m: std - TMS,Non dir diff wrist sway 1D in z dir m: std - TMS,Gait,continuous,-0.198,-0.384,-0.012,0.017431,0.0151209,,0.042,0.293,232,215,No,
95% conf. ellipse area: median - sit_to_stand,95% conf. ellipse area: median - sit to stand,Gait,continuous,-0.226,-0.411,-0.041,31.0352,28.5343,,0.042,0.293,236,218,No,
LLeg_double_support_time_s: min - TM3,Left leg double support time s: min - TM3,Gait,continuous,0.186,-0.002,0.375,0.183792,0.190248,,0.045,0.298,226,210,No,
Step_width_m: median - TM3,Step width m: median - TM3,Gait,continuous,-0.213,-0.402,-0.025,0.149336,0.144543,,0.061,0.35,226,210,No,
Leg_stance_time_asymmetry_pct: median - TMS,Leg stance time asymmetry pct: median - TMS,Gait,continuous,-0.249,-0.436,-0.063,1.67675,1.2172,,0.057,0.35,232,215,No,
LStep_time_s: median - TM3,Lstep time s: median - TM3,Gait,continuous,0.144,-0.044,0.332,0.621456,0.630729,,0.06,0.35,226,210,No,
LLeg_double_support_time_s: median - TM3,Left leg double support time s: median - TM3,Gait,continuous,0.169,-0.019,0.358,0.202341,0.207633,,0.062,0.35,226,210,No,
LLeg_swing_time_s: median - TM3,Left leg swing time s: median - TM3,Gait,continuous,0.177,-0.011,0.365,0.402438,0.409514,,0.065,0.351,226,210,No,
sway velocity - ML  (mean): median - stationary,sway velocity - ML  (mean): median - stationary,Gait,continuous,-0.146,-0.331,0.038,7.15368,6.9751,,0.071,0.361,236,219,No,
sway area: median - stationary,sway area: median - stationary,Gait,continuous,-0.106,-0.29,0.078,23.5925,22.5054,,0.07,0.361,236,219,No,
Arm_Swing_1D_in_z_dir_m: median - TMS,Arm swing 1D in z dir m: median - TMS,Gait,continuous,-0.167,-0.353,0.018,0.224582,0.207837,,0.077,0.375,232,215,No,
Stride_time_s: max - TM3,Stride time s: max - TM3,Gait,continuous,0.126,-0.062,0.314,1.26017,1.27745,,0.081,0.385,226,210,No,
LStep_time_s: max - TM3,Lstep time s: max - TM3,Gait,continuous,0.058,-0.13,0.245,0.660398,0.665333,,0.084,0.385,226,210,No,
LStep_length_m: median - TMS,Lstep length m: median - TMS,Gait,continuous,0.149,-0.037,0.335,0.477996,0.490721,,0.102,0.43,232,215,No,
LLeg_single_support_time_s: median - TM3,Left leg single support time s: median - TM3,Gait,continuous,0.07,-0.118,0.258,0.414323,0.417833,,0.099,0.43,226,210,No,
Non_dir_Diff_Wrist_Sway_1D_in_z_dir_m: median - TM3,Non dir diff wrist sway 1D in z dir m: median - TM3,Gait,continuous,-0.183,-0.371,0.005,0.0686637,0.0598333,,0.098,0.43,226,210,No,
rms distance - AP: median - stationary,rms distance - AP: median - stationary,Gait,continuous,-0.134,-0.318,0.05,6.9934,6.63426,,0.108,0.445,236,219,No,
LLeg_double_support_time_s: std - TM3,Left leg double support time s: std - TM3,Gait,continuous,-0.142,-0.331,0.046,0.0123186,0.0111762,,0.114,0.454,226,210,No,
Leg_stance_time_asymmetry_pct: 95% pct - TM3,Leg stance time asymmetry pct: 95% pct - TM3,Gait,continuous,-0.095,-0.283,0.093,3.15198,2.92854,,0.127,0.484,226,210,No,
Non_dir_Ratio_Wrist_Sway_1D_in_z_dir: std - TMS,Non dir ratio wrist sway 1D in z dir: std - TMS,Gait,continuous,-0.19,-0.376,-0.004,0.155909,0.122084,,0.124,0.484,232,215,No,
sway path - AP: median - rombergs_closed,sway path - AP: median - rombergs closed,Gait,continuous,0.118,-0.066,0.303,60.7859,65.0247,,0.135,0.49,236,217,No,
95% conf. ellipse area: median - stationary,95% conf. ellipse area: median - stationary,Gait,continuous,-0.074,-0.258,0.11,66.4671,63.0852,,0.133,0.49,236,219,No,
Step_time_asymmetry_pct: median - TMS,Step time asymmetry pct: median - TMS,Gait,continuous,-0.125,-0.311,0.06,4.82585,4.30174,,0.139,0.491,232,215,No,
LStep_length_m: std - TM3,Lstep length m: std - TM3,Gait,continuous,-0.11,-0.298,0.078,0.0108009,0.0102476,,0.143,0.496,226,210,No,
centroidal frequency - AP: median - sit_to_stand,centroidal frequency - AP: median - sit to stand,Gait,continuous,0.14,-0.044,0.324,0.365975,0.377376,,0.151,0.51,236,218,No,
variability(/std) of sit to stand - repetitions: median - sit_to_stand,variability(/std) of sit to stand - repetitions: median - sit to stand,Gait,continuous,0.181,-0.004,0.366,498.963,653.786,,0.154,0.51,236,216,No,
LLeg_double_support_time_s: max - TM3,Left leg double support time s: max - TM3,Gait,continuous,0.104,-0.084,0.292,0.221416,0.224681,,0.162,0.524,226,210,No,
LStep_length_m: std - TMS,Lstep length m: std - TMS,Gait,continuous,-0.133,-0.319,0.052,0.00711638,0.00649767,,0.172,0.541,232,215,No,
RLeg_double_support_time_s: min - TMS,Right leg double support time s: min - TMS,Gait,continuous,0.053,-0.132,0.239,0.182483,0.186353,,0.174,0.541,232,215,No,
Sway Amplitude  - AP: median - rombergs_closed/rombergs_open,Sway Amplitude  - AP: median - rombergs closed/rombergs open,Gait,continuous,0.005,-0.179,0.19,1.0178,1.01894,,0.184,0.551,235,217,No,
chair-rise time (ms): median - sit_to_stand,chair-rise time (ms): median - sit to stand,Gait,continuous,-0.12,-0.305,0.064,676.059,662.809,,0.185,0.551,236,216,No,
RArm_Swing_1D_in_z_dir_m: median - TMS,Right arm swing 1D in z dir m: median - TMS,Gait,continuous,-0.141,-0.327,0.045,0.206164,0.191772,,0.191,0.558,232,215,No,
sway velocity - AP  (mean): median - stationary,sway velocity - AP  (mean): median - stationary,Gait,continuous,-0.125,-0.309,0.06,4.92567,4.7576,,0.199,0.563,236,219,No,
Stride_length_m: std - TMS,Stride length m: std - TMS,Gait,continuous,-0.107,-0.293,0.079,0.00964224,0.00892093,,0.2,0.563,232,215,No,
sway area: median - rombergs_closed,sway area: median - rombergs closed,Gait,continuous,0.13,-0.055,0.314,0.288881,0.332267,,0.214,0.591,236,217,No,
Hedo_vrt_sway_m: median - TMS,Hedo vrt sway m: median - TMS,Gait,continuous,-0.081,-0.266,0.105,0.0263534,0.025693,,0.225,0.594,232,215,No,
Walking_speed_kmh: median - TM3,Walking speed kmh: median - TM3,Gait,continuous,-0.093,-0.28,0.095,2.95749,2.9463,,0.231,0.594,226,210,No,
Step_time_asymmetry_pct: std - TM3,Step time asymmetry pct: std - TM3,Gait,continuous,-0.088,-0.276,0.1,2.41634,2.29963,,0.224,0.594,226,210,No,
Non_dir_Ratio_Wrist_Sway_1D_in_z_dir: std - TM3,Non dir ratio wrist sway 1D in z dir: std - TM3,Gait,continuous,0.039,-0.149,0.227,0.19046,0.200362,,0.245,0.594,226,210,No,
frequency - ML: median - stationary,frequency - ML: median - stationary,Gait,continuous,-0.095,-0.279,0.089,0.346042,0.330443,,0.246,0.594,236,219,No,
Step_time_asymmetry_pct: median - TM3,Step time asymmetry pct: median - TM3,Gait,continuous,-0.067,-0.255,0.121,4.42156,4.16545,,0.237,0.594,226,210,No,
Step_length_asymmetry_pct: std - TM3,Step length asymmetry pct: std - TM3,Gait,continuous,-0.15,-0.338,0.038,1.2796,1.18726,,0.246,0.594,226,210,No,
Walking_speed_kmh: min - TM3,Walking speed kmh: min - TM3,Gait,continuous,0.016,-0.172,0.204,2.88314,2.88616,,0.239,0.594,226,210,No,
Sway Amplitude  - AP: mean - rombergs_closed/rombergs_open,Sway Amplitude  - AP: mean - rombergs closed/rombergs open,Gait,continuous,-0.052,-0.236,0.132,1.01218,1.00335,,0.26,0.617,236,217,No,
Step_width_m: std - TMS,Step width m: std - TMS,Gait,continuous,-0.08,-0.266,0.106,0.00315948,0.0029907,,0.283,0.652,232,215,No,
Hedo_vrt_sway_m: std - TM3,Hedo vrt sway m: std - TM3,Gait,continuous,-0.058,-0.246,0.129,0.00223894,0.00219048,,0.281,0.652,226,210,No,
RLeg_double_support_time_s: median - TMS,Right leg double support time s: median - TMS,Gait,continuous,0.034,-0.152,0.219,0.197353,0.19993,,0.297,0.665,232,215,No,
chair-rise time (ms): std - sit_to_stand,chair-rise time (ms): std - sit to stand,Gait,continuous,-0.061,-0.245,0.124,64.3276,62.2373,,0.297,0.665,236,216,No,
Step_length_asymmetry_pct: 95% pct - TM3,Step length asymmetry pct: 95% pct - TM3,Gait,continuous,-0.143,-0.331,0.045,5.03486,4.67041,,0.307,0.677,226,210,No,
LStep_time_s: median - TMS,Lstep time s: median - TMS,Gait,continuous,0.043,-0.142,0.229,0.629991,0.633907,,0.324,0.703,232,215,No,
RArm_Swing_1D_in_z_dir_m: std - TMS,Right arm swing 1D in z dir m: std - TMS,Gait,continuous,-0.144,-0.33,0.041,0.0177328,0.0154372,,0.329,0.704,232,215,No,
Cadence: median - TMS,Cadence: median - TMS,Gait,continuous,-0.081,-0.267,0.105,100.203,99.2093,,0.334,0.705,232,215,No,
ML maximum sway range: median - sit_to_stand,ML maximum sway range: median - sit to stand,Gait,continuous,-0.112,-0.296,0.073,5.53077,5.3553,,0.342,0.713,236,218,No,
Cadence: std - TMS,Cadence: std - TMS,Gait,continuous,-0.094,-0.28,0.092,1.03671,0.91154,,0.348,0.716,232,215,No,
rms distance - AP: median - rombergs_closed,rms distance - AP: median - rombergs closed,Gait,continuous,0.079,-0.106,0.263,0.417229,0.430793,,0.357,0.723,236,217,No,
sway velocity - AP  (max): median - sit_to_stand,sway velocity - AP  (max): median - sit to stand,Gait,continuous,0.071,-0.113,0.255,101.76,103.822,,0.372,0.734,236,218,No,
sway velocity - ML  (max): median - rombergs_open,sway velocity - ML  (max): median - rombergs open,Gait,continuous,0.03,-0.154,0.214,7.88464,8.05896,,0.372,0.734,236,218,No,
sway area: median - sit_to_stand,sway area: median - sit to stand,Gait,continuous,-0.076,-0.261,0.108,20.0394,19.6544,,0.386,0.751,236,218,No,
frequency - ML: median - rombergs_open,frequency - ML: median - rombergs open,Gait,continuous,0.053,-0.131,0.238,1.91248,1.98684,,0.408,0.786,236,218,No,
rms distance - AP: median - rombergs_open,rms distance - AP: median - rombergs open,Gait,continuous,0.07,-0.114,0.254,0.445013,0.459945,,0.422,0.801,236,218,No,
frequency - ML: median - rombergs_closed,frequency - ML: median - rombergs closed,Gait,continuous,0.057,-0.128,0.241,2.24285,2.34098,,0.428,0.803,236,217,No,
LLeg_swing_time_s: median - TMS,Left leg swing time s: median - TMS,Gait,continuous,0.058,-0.128,0.243,0.401789,0.404284,,0.47,0.804,232,215,No,
Step_length_asymmetry_pct: median - TM3,Step length asymmetry pct: median - TM3,Gait,continuous,-0.119,-0.307,0.069,2.95083,2.71206,,0.461,0.804,226,210,No,
RLeg_swing_time_s: std - TMS,Right leg swing time s: std - TMS,Gait,continuous,-0.112,-0.297,0.074,0.0108836,0.00956744,,0.439,0.804,232,215,No,
Leg_swing_time_asymmetry_pct: min - TMS,Leg swing time asymmetry pct: min - TMS,Gait,continuous,-0.168,-0.354,0.018,1.5389,1.09219,,0.475,0.804,232,215,No,
frequency - ML: median - sit_to_stand,frequency - ML: median - sit to stand,Gait,continuous,0.079,-0.105,0.264,4.75995,4.91372,,0.482,0.804,236,218,No,
RStep_length_m: std - TMS,Rstep length m: std - TMS,Gait,continuous,-0.09,-0.275,0.096,0.00742241,0.00696279,,0.446,0.804,232,215,No,
LStep_time_s: std - TM3,Lstep time s: std - TM3,Gait,continuous,-0.055,-0.243,0.133,0.0213363,0.0204333,,0.48,0.804,226,210,No,
Step_time_asymmetry_pct: max - TMS,Step time asymmetry pct: max - TMS,Gait,continuous,-0.091,-0.277,0.095,7.36935,6.82478,,0.45,0.804,232,215,No,
Sway Amplitude - ML: std - rombergs_closed,Sway Amplitude - ML: std - rombergs closed,Gait,continuous,0.071,-0.114,0.255,116.276,123.732,,0.469,0.804,236,217,No,
Sway Amplitude - ML: std - rombergs_closed/rombergs_open,Sway Amplitude - ML: std - rombergs closed/rombergs open,Gait,continuous,0.102,-0.082,0.286,0.997568,1.0806,,0.478,0.804,236,217,No,
Walking_speed_kmh: median - TMS,Walking speed kmh: median - TMS,Gait,continuous,0.099,-0.087,0.284,2.90004,2.96565,,0.491,0.811,232,215,No,
RStep_time_s: median - TMS,Rstep time s: median - TMS,Gait,continuous,0.069,-0.117,0.254,0.59081,0.596386,,0.512,0.827,232,215,No,
Leg_stance_time_asymmetry_pct: median - TM3,Leg stance time asymmetry pct: median - TM3,Gait,continuous,-0.078,-0.266,0.11,1.42029,1.28225,,0.625,0.827,226,210,No,
LStep_time_s: std - TMS,Lstep time s: std - TMS,Gait,continuous,-0.077,-0.262,0.109,0.0212974,0.0177302,,0.542,0.827,232,215,No,
RLeg_single_support_time_s: std - TM3,Right leg single support time s: std - TM3,Gait,continuous,-0.087,-0.274,0.101,0.012323,0.011581,,0.629,0.827,226,210,No,
RLeg_swing_time_s: std - TM3,Right leg swing time s: std - TM3,Gait,continuous,0.002,-0.186,0.189,0.0152699,0.0152905,,0.612,0.827,226,210,No,
rms distance - ML: median - rombergs_open,rms distance - ML: median - rombergs open,Gait,continuous,-0.03,-0.214,0.154,0.283284,0.279087,,0.601,0.827,236,218,No,
rms distance - ML: median - sit_to_stand,rms distance - ML: median - sit to stand,Gait,continuous,-0.083,-0.267,0.101,1.16083,1.12808,,0.542,0.827,236,218,No,
sway velocity - ML  (max): median - stationary,sway velocity - ML  (max): median - stationary,Gait,continuous,-0.099,-0.283,0.085,46.0244,33.9468,,0.587,0.827,236,219,No,
sway velocity - AP  (max): median - rombergs_open,sway velocity - AP  (max): median - rombergs open,Gait,continuous,0.055,-0.13,0.239,20.6978,23.0043,,0.604,0.827,236,218,No,
sway velocity - AP  (mean): median - sit_to_stand,sway velocity - AP  (mean): median - sit to stand,Gait,continuous,0.071,-0.113,0.255,22.6212,22.9191,,0.613,0.827,236,218,No,
sway path - ML: median - rombergs_closed,sway path - ML: median - rombergs closed,Gait,continuous,0.102,-0.083,0.286,33.0213,34.1795,,0.57,0.827,236,217,No,
Non_dir_Ratio_Wrist_Sway_1D_in_z_dir: median - TM3,Non dir ratio wrist sway 1D in z dir: median - TM3,Gait,continuous,0.03,-0.158,0.218,1.44575,1.46359,,0.636,0.827,226,210,No,
RStep_length_m: std - TM3,Rstep length m: std - TM3,Gait,continuous,-0.072,-0.26,0.116,0.010854,0.0105095,,0.605,0.827,226,210,No,
RStep_time_s: std - TMS,Rstep time s: std - TMS,Gait,continuous,-0.119,-0.304,0.067,0.0156207,0.0142372,,0.605,0.827,232,215,No,
Step_time_asymmetry_pct: min - TM3,Step time asymmetry pct: min - TM3,Gait,continuous,-0.057,-0.245,0.131,0.93865,0.819619,,0.565,0.827,226,210,No,
Walking_speed_kmh: std - TM3,Walking speed kmh: std - TM3,Gait,continuous,-0.158,-0.346,0.03,0.0360265,0.0301095,,0.588,0.827,226,210,No,
LLeg_double_support_time_s: std - TMS,Left leg double support time s: std - TMS,Gait,continuous,-0.107,-0.292,0.079,0.0101595,0.00786512,,0.64,0.827,232,215,No,
RLeg_double_support_time_s: std - TMS,Right leg double support time s: std - TMS,Gait,continuous,-0.008,-0.193,0.178,0.012944,0.0126744,,0.608,0.827,232,215,No,
